tailNum,year,carrier,model,aircraftType,engineType,manufacturer
N263MQ,NULL,NULL,NULL,NULL,NULL,NULL
N266AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N268AT,2005,NULL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N27015,2000,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N270AY,2000,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N27173,1997,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,CANADAIR
N271AY,NULL,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N271WN,1967,NULL,65-A90,Fixed Wing Multi-Engine,Turbo-Prop,BEECH
N272AY,2000,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N273AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N273AY,2000,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N273MQ,NULL,NULL,NULL,NULL,NULL,NULL
N27506,1999,NULL,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N27512,2000,NULL,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N27523,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N275AY,2000,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N27610,1994,NULL,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N276AY,2001,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N278AY,2001,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N283AA,1985,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N28518,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N28529,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N286AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N286AT,2006,NULL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N288JB,2008,NULL,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N289AA,1985,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N289CT,2007,NULL,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N289YV,1994,NULL,EMB-120ER,Fixed Wing Multi-Engine,Turbo-Prop,EMBRAER
N290JB,2008,NULL,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N291AA,1985,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N293,1975,NULL,T337G,Fixed Wing Multi-Engine,Reciprocating,CESSNA
N293SW,1996,NULL,EMB-120ER,Fixed Wing Multi-Engine,Turbo-Prop,EMBRAER
N29515,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N297AA,1985,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N298AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N298MQ,NULL,NULL,NULL,NULL,NULL,NULL
N2AEMQ,NULL,NULL,NULL,NULL,NULL,NULL
N301AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N301NB,1999,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N301SW,1984,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N301UA,1986,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N302SW,1984,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N302UA,1986,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N303UA,1986,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N303US,1989,NULL,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N304AE,1992,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N304UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N304US,1989,NULL,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N305UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N305US,1989,NULL,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N306AW,1990,NULL,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N306SW,1985,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N306UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N307AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N307MQ,NULL,NULL,NULL,NULL,NULL,NULL
N307UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N308AW,1990,NULL,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N308UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N309AW,1990,NULL,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N309UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N310UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N311AW,1990,NULL,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N312UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N313AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N313UA,1987,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N316AW,1987,NULL,737-3S3,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N316SW,1986,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N317AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N317AT,2007,NULL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N317WN,1988,NULL,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N319AS,2003,NULL,737-990,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N320AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N320SW,NULL,NULL,,,,
N321SW,NULL,NULL,,,,
N322SW,1987,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N323AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N323SW,1987,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N323US,1992,NULL,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N324AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N324SW,1987,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N328NB,2001,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N329AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N330NB,2001,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N330NW,1992,NULL,A320-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N331AT,2007,NULL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N331NB,NULL,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N33209,2000,NULL,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N332UA,1988,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N33608,1994,NULL,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N33637,NULL,NULL,,,,
N336NW,1992,NULL,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N336UA,1988,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N340NW,1992,NULL,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS INDUSTRIE
N340RC,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N341SW,1988,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N341UA,1988,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N34222,1998,NULL,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N342UA,1988,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N344AA,1992,NULL,G-IV,Fixed Wing Multi-Engine,Turbo-Fan,GULFSTREAM AEROSPACE
N346AA,NULL,NULL,,,,
N347AA,NULL,NULL,S-76A,Rotorcraft,Turbo-Shaft,SIKORSKY
N348SW,1989,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N349AA,NULL,NULL,AS 355F1,Rotorcraft,Turbo-Shaft,AEROSPATIALE
N349UA,1988,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N351AA,1988,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N351NB,2002,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N352NB,2002,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N354NB,2002,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N355SW,1991,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N359SW,1992,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N361AA,1988,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N362NB,2003,NULL,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N364AA,NULL,NULL,,,,
N364SW,1993,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N364UA,1989,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N365AA,2001,NULL,A109E,Rotorcraft,Turbo-Shaft,AGUSTA SPA
N366AA,1991,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N366SW,1993,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N368AA,1991,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N37018,2002,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3739,NULL,NULL,,,,
N373AA,1992,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3766,2001,NULL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N378UA,1990,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N381DA,NULL,NULL,,,,
N381DN,NULL,NULL,NULL,NULL,NULL,NULL
N383SW,1994,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N384AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N386AA,1994,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N389AA,1995,NULL,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N392AA,NULL,NULL,,,,
N39343,1987,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N393AA,NULL,NULL,,,,
N394AE,NULL,NULL,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,SAAB-SCANIA
N394DL,1995,NULL,767-324,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N395AA,2007,NULL,A-1B,Fixed Wing Single-Engine,Reciprocating,AVIAT AIRCRAFT INC
N396AA,NULL,NULL,,,,
N396SW,1994,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N398UA,1990,NULL,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3ADAA,NULL,NULL,,,,
N3AXAA,NULL,NULL,,,,
N400AA,1985,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N402AA,1975,NULL,S55A,Balloon,None,RAVEN
N403CA,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N404AA,NULL,NULL,,,,
N404UA,1993,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N405AA,1975,NULL,S55A,Balloon,None,RAVEN
N406AA,NULL,NULL,,,,
N407AA,1986,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N409AA,1986,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N418SW,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N428AA,1986,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N429AA,1986,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N432US,1990,NULL,737-4B7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N448UA,1998,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N456YV,NULL,NULL,DHC-8-202,Fixed Wing Multi-Engine,Turbo-Prop,DEHAVILLAND
N460UA,2000,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N472CA,2002,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N47332,1986,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N485HA,2001,NULL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N487CA,2002,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N498AA,1989,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N499AA,1989,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N4WTAA,NULL,NULL,,,,
N4YUAA,NULL,NULL,,,,
N500AE,2001,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N501BG,2001,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N502AE,2001,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N503AE,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N503JB,1999,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N504AE,NULL,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N505AE,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N505US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N506AE,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N507AE,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N507US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N508AE,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N508SW,1990,NULL,737-5H4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N508US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N509AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N509US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N510AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N510CA,2003,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N511AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N511AU,1987,NULL,737-3B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N511MQ,NULL,NULL,NULL,NULL,NULL,NULL
N511US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N512AE,NULL,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N512AU,1987,NULL,737-3B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N512UA,1990,NULL,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N512US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N513AA,1990,NULL,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N513AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N513US,1985,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N514AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N514AU,NULL,NULL,,,,
N514CA,2003,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N515AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N515US,1986,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N516AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N516UA,1990,NULL,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N517AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N517AU,1987,NULL,737-3B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N518AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N518AU,1987,NULL,737-3B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N519AE,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N520DC,2004,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N520US,1986,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N521AE,2004,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N521JB,2001,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N521MQ,NULL,NULL,NULL,NULL,NULL,NULL
N522AE,2004,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N522LR,2006,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N523AE,2004,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N524AE,2004,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N525US,1987,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N526AU,1988,NULL,737-3B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N528JB,2001,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N530AA,NULL,NULL,,,,
N535US,1995,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N536US,1995,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N537JB,NULL,NULL,,,,
N537US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N538US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N539US,NULL,NULL,NULL,NULL,NULL,NULL
N543JB,NULL,NULL,,,,
N544US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N545US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N546JB,2002,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N546US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N547US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N548JB,2002,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N548US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N549US,1996,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N550JB,2002,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N550NW,NULL,NULL,NULL,NULL,NULL,NULL
N550UA,1992,NULL,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N551UA,1992,NULL,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N552NW,2001,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N553JB,NULL,NULL,,,,
N555NW,2002,NULL,757-251,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N556JB,2002,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N574US,1987,NULL,737-301,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N577US,NULL,NULL,,,,
N580HA,2001,NULL,767-33A,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N588SW,1995,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,CANADAIR
N588US,1988,NULL,737-301,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N589US,1988,NULL,737-301,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N59053,2000,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N590US,1988,NULL,737-301,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N591ML,NULL,NULL,,,,
N59630,1995,NULL,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5CLAA,NULL,NULL,,,,
N5DMAA,NULL,NULL,,,,
N5DRAA,NULL,NULL,,,,
N5DXAA,NULL,NULL,,,,
N5EJAA,NULL,NULL,,,,
N600WN,1995,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N601DL,1985,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N602NW,1967,NULL,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N603NW,NULL,NULL,,,,
N604AT,2001,NULL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N605DL,1984,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N605NW,NULL,NULL,,,,
N606DL,1985,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N606NW,1968,NULL,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N607DL,NULL,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N608NW,1968,NULL,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N610AE,1998,NULL,EMB-145,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N610NW,1969,NULL,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N611AE,1998,NULL,EMB-145,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N611DL,1985,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N611MQ,NULL,NULL,NULL,NULL,NULL,NULL
N611NA,NULL,NULL,,,,
N612AE,1998,NULL,EMB-145,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N613AE,1998,NULL,EMB-145,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N613DL,1985,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N614AE,1998,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N614DL,1985,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N615AA,1967,NULL,65-A90,Fixed Wing Multi-Engine,Turbo-Prop,BEECH
N615AE,1998,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N616AE,1998,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N616SW,1995,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N617AE,1998,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N618AE,1998,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N619AE,1998,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N620AE,NULL,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N621AE,NULL,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N622AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N623AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N623AS,2000,NULL,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N624AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N625AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N62631,1995,NULL,737-524,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N626AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N626AW,1989,NULL,A320-231,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N627AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N628AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N629AA,1990,NULL,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N629AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N630AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N630AS,NULL,NULL,ATR-72-212,Fixed Wing Multi-Engine,Turbo-Prop,AEROSPATIALE/ALENIA
N631AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
